datetime,chl,sst,windspeed
3/6/2023 22:00,2.912884968,8.595874965,7.119999886
3/6/2023 23:00,2.747235873,8.590437591,7.119999886
3/7/2023 0:00,2.729595267,8.585562587,8.109999657
3/7/2023 1:00,2.714439374,8.580771917,3.480000019
3/7/2023 2:00,2.466716987,8.585437477,9.279999733
3/7/2023 3:00,2.355938806,8.574312449,-0.579999983
3/7/2023 4:00,2.305911243,8.561911548,5.699999809
3/7/2023 5:00,2.27049453,8.560125053,1.830000043
3/7/2023 6:00,2.238633304,8.555875003,2.150000095
3/7/2023 7:00,2.213350322,8.551250041,2.150000095
3/7/2023 8:00,2.201605682,8.543500749,4.159999847
3/7/2023 9:00,2.16249099,8.542749882,6.880000114
3/7/2023 10:00,2.126068084,8.532499969,7.389999866
3/7/2023 11:00,2.084417509,8.528125048,3.400000095
3/7/2023 12:00,2.036070342,8.528062582,5.28000021
3/7/2023 13:00,2.003169539,8.534562468,8.199999809
3/7/2023 14:00,1.965486893,8.538812578,8.460000038
3/7/2023 15:00,2.038577806,8.541999876,8.520000458
3/7/2023 16:00,2.074488198,8.555423536,5.96999979
3/7/2023 17:00,2.140121565,8.565874934,5.96999979
3/7/2023 18:00,2.038372593,8.580000043,11
3/7/2023 19:00,2.139128394,8.596500099,9.460000038
3/7/2023 20:00,2.00495263,8.609437585,9.460000038
3/7/2023 21:00,1.415551691,8.626562536,8.770000458
3/7/2023 22:00,1.33491633,8.636874974,8.68999958
3/7/2023 23:00,1.443774121,8.64112595,8.68999958
3/8/2023 0:00,1.248069347,8.635312498,5.329999924
3/8/2023 1:00,1.419970402,8.634500087,3.579999924
3/8/2023 2:00,1.320536211,8.628937423,2.769999981
3/8/2023 3:00,1.320710207,8.631231918,4.300000191
3/8/2023 4:00,1.310505417,8.633250118,2.960000038
3/8/2023 5:00,1.333056331,8.637062431,5.170000076
3/8/2023 6:00,1.372195657,8.643562615,5.139999866
3/8/2023 7:00,1.35323249,8.64980782,4.199999809
3/8/2023 8:00,1.366496779,8.658374965,5.300000191
3/8/2023 9:00,1.852562248,8.6688748,4.590000153
3/8/2023 10:00,2.167943521,8.67618706,7.380000114
3/8/2023 11:00,2.124583434,8.680437445,8.010000229
3/8/2023 12:00,1.952506401,8.689000011,7.940000057
3/8/2023 13:00,1.575849099,8.697749972,7.820000172
3/8/2023 14:00,1.155932107,8.70860394,8.130000114
3/8/2023 15:00,1.034800755,8.727250159,8.130000114
3/8/2023 16:00,1.166651615,8.75124991,7.579999924
3/8/2023 17:00,1.46282284,8.762624979,7.019999981
3/8/2023 18:00,1.672116669,8.781131945,7.300000191
3/8/2023 19:00,2.283295113,8.793187499,10.31000042
3/8/2023 20:00,2.606393316,8.801624954,10.56999969
3/8/2023 21:00,2.510865881,8.812937498,4.519999981
3/8/2023 22:00,2.778212444,8.824374119,11.76000023
3/8/2023 23:00,2.930107653,8.831062496,11.72000027
3/9/2023 0:00,3.100711637,8.844500005,14.35999966
3/9/2023 1:00,2.931548034,8.847948043,6.71999979
3/9/2023 2:00,2.495956331,8.846375048,10.64999962
3/9/2023 3:00,2.236438175,8.845499933,5.159999847
3/9/2023 4:00,2.212445267,8.839250028,13.98999977
3/9/2023 5:00,2.208042746,8.84214694,13.35999966
3/9/2023 6:00,2.081368433,8.844375015,13.56000042
3/9/2023 7:00,1.880329708,8.852999926,13.30000019
3/9/2023 8:00,1.963960322,8.846187413,11.73999977
3/9/2023 9:00,1.947619529,8.825838267,-0.49000001
3/9/2023 10:00,1.856495569,8.805062413,12.68999958
3/9/2023 11:00,1.687470946,8.792749941,1.110000014
3/9/2023 12:00,1.997270029,8.777500093,7.260000229
3/9/2023 13:00,1.786736612,8.761080959,7.110000134
3/9/2023 14:00,1.513499926,8.751812518,7.269999981
3/9/2023 15:00,1.285770415,8.755249977,4.71999979
3/9/2023 16:00,2.241053924,8.753632538,8.369999886
3/9/2023 17:00,1.872035964,8.763249993,-3.049999952
3/9/2023 18:00,2.400321119,8.759437442,-3.049999952
3/9/2023 19:00,2.327577519,8.747000039,3.5
3/9/2023 20:00,2.291516788,8.74896758,-3.829999924
3/9/2023 21:00,2.467726596,8.729749978,-1.279999971
3/9/2023 22:00,2.608219092,8.706500054,-1.24000001
3/9/2023 23:00,2.699571736,8.678000092,-1.24000001
3/10/2023 0:00,2.82620633,8.659868493,-0.079999998
3/10/2023 1:00,2.839852664,8.639125049,7.099999905
3/10/2023 2:00,2.775089136,8.626124978,6.550000191
3/10/2023 3:00,2.604798232,8.621750117,7.170000076
3/10/2023 4:00,2.55662526,8.618504795,8.93999958
3/10/2023 5:00,2.514908055,8.61637491,7.599999905
3/10/2023 6:00,2.480972057,8.610937476,7.130000114
3/10/2023 7:00,2.446678542,8.609336355,8.520000458
3/10/2023 8:00,2.434683174,8.605437398,5.909999847
3/10/2023 9:00,2.495588921,8.602874994,0.230000004
3/10/2023 10:00,2.340970185,8.603999973,1.629999995
3/10/2023 11:00,2.113869539,8.602332594,1.929999948
3/10/2023 12:00,2.137939688,8.608687401,3.019999981
3/10/2023 13:00,2.113577702,8.60525012,4.079999924
3/10/2023 14:00,2.18307223,8.602124989,0.50999999
3/10/2023 15:00,2.416638003,8.600866921,-3.319999933
3/10/2023 16:00,2.583835122,8.596875012,4.449999809
3/10/2023 17:00,2.899237179,8.591437519,-5.130000114
3/10/2023 18:00,2.928313237,8.594375074,-2.869999886
3/10/2023 19:00,2.585481311,8.586510261,-2.349999905
3/10/2023 20:00,2.797644526,8.578374922,-2.24000001
3/10/2023 21:00,2.515289741,8.579250038,0
3/10/2023 22:00,2.457223194,8.575237639,0
3/10/2023 23:00,2.476989449,8.574187338,5.269999981
3/11/2023 0:00,2.467979003,8.572687388,5.539999962
3/11/2023 1:00,2.436837253,8.572749913,4.900000095
3/11/2023 2:00,2.29502224,8.569109061,2.519999981
3/11/2023 3:00,2.127427293,8.568749905,5.420000076
3/11/2023 4:00,2.070632119,8.571999908,4.929999828
3/11/2023 5:00,2.024542335,8.571937501,3.549999952
3/11/2023 6:00,2.044693587,8.574124992,4.639999866
3/11/2023 7:00,2.035775604,8.577000022,5.650000095
3/11/2023 8:00,1.985834122,8.582937539,5.849999905
3/11/2023 9:00,1.920930391,8.585312486,4.389999866
3/11/2023 10:00,1.802152034,8.587411949,4.46999979
3/11/2023 11:00,1.65683871,8.587687552,5.079999924
3/11/2023 12:00,1.611150489,8.603437484,4.369999886
3/11/2023 13:00,1.597988469,8.617710564,4.599999905
3/11/2023 14:00,1.604500793,8.626249909,2.769999981
3/11/2023 15:00,1.81348418,8.614187598,4.5
3/11/2023 16:00,1.937148391,8.61499995,2.779999971
3/11/2023 17:00,1.906233929,8.610988379,2.839999914
3/11/2023 18:00,1.849452335,8.593687534,2.559999943
3/11/2023 19:00,1.569029321,8.582062602,0.699999988
3/11/2023 20:00,1.34551374,8.577062488,7.070000172
3/11/2023 21:00,1.362102784,8.577499926,6.829999924
3/11/2023 22:00,0.805243437,8.580937684,8.720000267
3/11/2023 23:00,0.66416715,8.577937603,5.699999809
3/12/2023 0:00,0.901497586,8.579750002,8.949999809
3/12/2023 1:00,1.079714309,8.5874315,8.550000191
3/13/2023 2:00,2.169704242,8.594399834,8.949999809
3/13/2023 3:00,2.111281341,8.592062414,7.75
3/13/2023 4:00,1.926339408,8.590887784,-3.400000095
3/13/2023 5:00,1.5954866,8.593500078,-4.510000229
3/13/2023 6:00,1.117516556,8.59718746,-2.220000029
3/13/2023 7:00,0.928014878,8.597499907,-3.950000048
3/13/2023 8:00,0.89909064,8.599575156,0.200000003
3/13/2023 9:00,0.929444238,8.604124784,0.200000003
3/13/2023 10:00,1.044965771,8.607062459,1.100000024
3/13/2023 11:00,0.923611173,8.609437406,-0.370000005
3/13/2023 12:00,0.983494328,8.602424745,5.510000229
3/13/2023 13:00,1.023645699,8.601749957,5.75
3/13/2023 14:00,0.959592664,8.59731251,6.389999866
3/13/2023 15:00,0.770952553,8.59156251,6.75
3/13/2023 16:00,0.787782819,8.605829979,5.489999771
3/13/2023 17:00,0.829821575,8.610750079,4.340000153
3/13/2023 18:00,0.913718479,8.614187479,5.260000229
3/13/2023 19:00,0.920429383,8.621065859,4.909999847
3/13/2023 20:00,0.955210707,8.629437387,0.090000004
3/13/2023 21:00,0.675446693,8.632499933,5.25
3/13/2023 22:00,0.710110657,8.636312425,5.760000229
3/13/2023 23:00,0.778435173,8.632706197,5.769999981
3/14/2023 0:00,1.059939604,8.628499985,5.679999828
3/14/2023 1:00,1.080316975,8.631687343,7.239999771
3/14/2023 2:00,0.91850694,8.630812406,7.289999962
3/14/2023 3:00,0.899337247,8.625180135,5.980000019
3/14/2023 4:00,0.89413922,8.619562507,4.119999886
3/14/2023 5:00,0.864405452,8.613187492,0.159999996
3/14/2023 6:00,0.856594452,8.607749999,1.149999976
3/14/2023 7:00,0.822875589,8.606401645,1.149999976
3/14/2023 8:00,0.757389076,8.61924988,-0.180000007
3/14/2023 9:00,0.736633818,8.62787497,-0.75
3/14/2023 10:00,0.799231587,8.616749938,-0.629999995
3/14/2023 11:00,0.822291966,8.599624932,-1.100000024
3/14/2023 12:00,0.815751633,8.586374939,-1.220000029
3/14/2023 13:00,0.792112343,8.570124805,-4.429999828
3/14/2023 14:00,0.787111371,8.554610209,-4.539999962
3/14/2023 15:00,0.823675575,8.552437603,-5.480000019
3/14/2023 16:00,0.748311072,8.553250074,-5.949999809
3/14/2023 17:00,0.538509069,8.560812473,-3.430000067
3/14/2023 18:00,0.501762329,8.567330664,-0.660000026
3/14/2023 19:00,0.44194417,8.571937442,-2.089999914
3/14/2023 20:00,0.394712232,8.572624982,-2.089999914
3/14/2023 21:00,0.485779215,8.578750134,-4.670000076
3/14/2023 22:00,0.504020653,8.581495223,-0.870000005
3/14/2023 23:00,0.533593792,8.58881259,-1.75999999
3/15/2023 0:00,0.768151628,8.585625172,2.279999971
3/15/2023 1:00,0.822174081,8.582937598,1.710000038
3/15/2023 2:00,0.74522005,8.582312346,4.110000134
3/15/2023 3:00,0.72437158,8.579312504,-2.25999999
3/15/2023 4:00,0.732804765,8.579375088,-1.019999981
3/15/2023 5:00,0.761256429,8.580649997,-4.190000057
3/15/2023 6:00,0.857941137,8.581625104,-4.329999924
3/15/2023 7:00,0.964280586,8.584062576,-2.339999914
3/15/2023 8:00,1.028292337,8.583562493,-3.710000038
3/15/2023 9:00,1.113631087,8.586052086,-3.049999952
3/15/2023 10:00,1.120175799,8.590374887,-2.630000114
3/15/2023 11:00,1.086792379,8.593312562,-0.219999999
3/15/2023 12:00,1.054311793,8.593500137,2.140000105
3/15/2023 13:00,1.056650269,8.594826263,-0.230000004
3/15/2023 14:00,0.96938579,8.593999982,-0.349999994
3/15/2023 15:00,0.731256777,8.594749987,-0.349999994
3/15/2023 16:00,0.631357693,8.59369665,-4.190000057
3/15/2023 17:00,0.482561412,8.593250036,-4.940000057
3/15/2023 18:00,0.657693699,8.595187485,-5.900000095
3/15/2023 19:00,0.454445284,8.598812521,-6.730000019
3/15/2023 20:00,0.482771441,8.597088115,-7.489999771
3/15/2023 21:00,0.580883011,8.591687322,-8.029999733
3/15/2023 22:00,0.66273652,8.594062448,-5.960000038
3/15/2023 23:00,0.776067574,8.590562463,-8.609999657
3/16/2023 0:00,1.072061978,8.592840406,-8.609999657
3/16/2023 1:00,1.23593946,8.591125012,-7.599999905
3/16/2023 2:00,1.144354589,8.59156251,-6.940000057
3/16/2023 3:00,1.126770689,8.594249964,-2.5
3/16/2023 4:00,1.149236158,8.594999969,-1.539999962
3/16/2023 5:00,1.142905838,8.599124968,-1.5
3/16/2023 6:00,1.033722743,8.593250096,-1.50999999
3/16/2023 7:00,1.022296899,8.595388385,-1.649999976
3/16/2023 8:00,0.923003295,8.594500005,-1.409999967
3/16/2023 9:00,0.724332488,8.598812461,-0.340000004
3/16/2023 10:00,0.724983974,8.599437475,-2.390000105
3/16/2023 11:00,0.757457349,8.598633719,-3.349999905
3/16/2023 12:00,0.787385406,8.605999947,-5.28000021
3/16/2023 13:00,0.807434793,8.600124955,-5.840000153
3/16/2023 14:00,0.847535236,8.598812461,-6.690000057
3/16/2023 15:00,0.856963119,8.594842934,-6.860000134
3/16/2023 16:00,0.880176482,8.594249904,-5.929999828
3/16/2023 17:00,0.788889918,8.59868741,-5.550000191
3/16/2023 18:00,0.659883503,8.598812521,-3.849999905
3/16/2023 19:00,0.585733614,8.597116867,-2.309999943
3/16/2023 20:00,0.534541568,8.599937439,-2.460000038
3/16/2023 21:00,0.525620163,8.601937473,-1.870000005
3/16/2023 22:00,0.473382187,8.602706884,1.960000038
3/16/2023 23:00,0.520489686,8.60581249,1.269999981
3/17/2023 0:00,0.649833781,8.594249904,0.680000007
3/17/2023 1:00,0.752900514,8.592437387,0.730000019
3/17/2023 2:00,0.704485315,8.593415407,1.340000033
3/17/2023 3:00,0.687574747,8.596374989,0.970000029
3/17/2023 4:00,0.682653817,8.59718746,1.419999957
3/17/2023 5:00,0.729330319,8.606000006,1.289999962
3/17/2023 6:00,0.776476136,8.605998928,2.289999962
3/17/2023 7:00,0.753567583,8.614687503,2.670000076
3/17/2023 8:00,0.777867409,8.624062538,2.670000076
3/17/2023 9:00,0.746954507,8.630749941,6.460000038
3/17/2023 10:00,0.684474659,8.636687517,7.010000229
3/17/2023 11:00,0.628033712,8.63349992,5.960000038
3/17/2023 12:00,0.666609682,8.632624984,5.070000172
3/17/2023 13:00,0.707885965,8.633772738,5.070000172
3/17/2023 14:00,0.835077591,8.642062545,3.700000048
3/17/2023 15:00,1.023860848,8.644500077,0.479999989
3/17/2023 16:00,0.966897087,8.637937427,0.479999989
3/17/2023 17:00,0.720333708,8.639766537,1.600000024
3/17/2023 18:00,0.59673886,8.644937635,1.210000038
3/17/2023 19:00,0.536684675,8.639187515,1.980000019
3/17/2023 20:00,0.648276608,8.635312319,2.309999943
3/17/2023 21:00,0.90546708,8.630679868,2.039999962
3/17/2023 22:00,1.011582264,8.626999855,1.779999971
3/17/2023 23:00,1.183518083,8.619437516,1.710000038
3/18/2023 0:00,1.291500402,8.615375042,1.700000048
3/18/2023 1:00,1.25097161,8.616676984,0.870000005
3/18/2023 2:00,1.138566877,8.611312628,0.870000005
3/18/2023 3:00,1.179865854,8.612750173,-0.419999987
3/18/2023 4:00,1.215281548,8.611551418,-0.419999987
3/18/2023 5:00,1.156846643,8.61006254,-0.810000002
3/18/2023 6:00,1.128248072,8.607000053,-1.070000052
3/18/2023 7:00,1.116400096,8.601499915,-1.49000001
3/18/2023 8:00,1.152747468,8.598624885,-1.49000001
3/18/2023 9:00,1.169255646,8.593375027,0.819999993
3/18/2023 10:00,1.139831739,8.584749997,0.379999995
3/18/2023 11:00,1.103219885,8.550750017,0
3/18/2023 12:00,1.093594585,8.563928046,-0.889999986
3/18/2023 13:00,1.05315664,8.567750037,-0.889999986
3/18/2023 14:00,1.045247221,8.56181246,-2.109999895
3/18/2023 15:00,1.079936501,8.565937459,-2.00999999
3/18/2023 16:00,0.988076118,8.566386181,-2.00999999
3/18/2023 17:00,0.897510481,8.563750029,-2.00999999
3/18/2023 18:00,0.883813208,8.561187506,-1.99000001
3/18/2023 19:00,0.876794611,8.552184231,-1.200000048
3/18/2023 20:00,0.806083116,8.545249939,-1.49000001
3/18/2023 21:00,0.811200606,8.539562404,-1.600000024
3/18/2023 22:00,0.908917063,8.539562464,-1.200000048
3/18/2023 23:00,1.239089072,8.540468672,-0.540000021
3/19/2023 0:00,1.481600912,8.534562528,0.49000001
3/19/2023 1:00,1.466639882,8.533624887,1.25999999
3/19/2023 2:00,1.364552028,8.527562439,-1.039999962
3/19/2023 3:00,1.341531564,8.527912849,1.129999995
3/19/2023 4:00,1.287507419,8.52412498,-0.430000007
3/19/2023 5:00,1.283989189,8.518624961,0.910000026
3/19/2023 6:00,1.228541128,8.53606236,0.730000019
3/19/2023 7:00,1.259414292,8.537261716,0.899999976
3/19/2023 8:00,1.151921674,8.537312388,0.340000004
3/19/2023 9:00,1.18063758,8.536999941,0.560000002
3/19/2023 10:00,1.206980587,8.540719263,5.539999962
3/19/2023 11:00,1.245631284,8.535374999,7.800000191
3/19/2023 12:00,1.379697601,8.537250042,4.829999924
3/19/2023 13:00,1.225156619,8.533312499,6.860000134
3/19/2023 14:00,1.02320144,8.526312897,6.53000021
3/19/2023 15:00,1.057432203,8.524187624,5.480000019
3/19/2023 16:00,0.982854998,8.523249984,5.559999943
3/19/2023 17:00,0.970702121,8.521937668,4.889999866
3/19/2023 18:00,1.039547548,8.521999915,6.820000172
3/20/2023 0:00,1.811436446,8.526125133,-2.069999933
3/20/2023 1:00,1.916256739,8.515187502,6.170000076
3/20/2023 2:00,1.718681047,8.505749941,6.340000153
3/20/2023 3:00,1.46029876,8.505437434,5.230000019
3/20/2023 4:00,1.268168784,8.505687594,8.210000038
3/20/2023 5:00,1.3099918,8.499687433,2.859999895
3/20/2023 6:00,1.250001852,8.504875064,4.559999943
3/20/2023 7:00,1.174017978,8.511750244,6.289999962
3/20/2023 8:00,1.176468034,8.509937406,1.570000052
3/20/2023 9:00,1.28354639,8.503187597,5.369999886
3/20/2023 10:00,1.221318071,8.499562502,7.440000057
3/20/2023 11:00,1.111773604,8.498000085,5.619999886
3/20/2023 12:00,1.140393412,8.489125132,3.119999886
3/20/2023 13:00,1.160743826,8.486062527,7.170000076
3/20/2023 14:00,1.198091736,8.492990875,-0.529999971
3/20/2023 15:00,1.200218745,8.49356252,1.659999967
3/20/2023 16:00,1.301243152,8.486687422,-0.319999993
3/20/2023 17:00,1.366102466,8.484312475,0.129999995
3/20/2023 18:00,1.279028679,8.480050297,0.959999979
3/20/2023 19:00,1.169910947,8.474437416,0.959999979
3/20/2023 20:00,0.906790967,8.47149992,-1.539999962
3/20/2023 21:00,1.185324537,8.477562428,-1.639999986
3/20/2023 22:00,1.451757836,8.479704245,-3.859999895
3/20/2023 23:00,1.625252624,8.488625109,-3.529999971
3/21/2023 0:00,1.639470935,8.479812444,-1.659999967
3/21/2023 1:00,1.534038399,8.474020401,-1.669999957
3/21/2023 2:00,1.388267226,8.479312599,-2.680000067
3/21/2023 3:00,1.400682652,8.476249933,-4.170000076
3/21/2023 4:00,1.404568659,8.467812479,-3.700000048
3/21/2023 5:00,1.372375974,8.468156775,-4.239999771
3/21/2023 6:00,1.354602404,8.468937576,-3.880000114
3/21/2023 7:00,1.322917511,8.483999968,-7.340000153
3/21/2023 8:00,1.253942387,8.504312455,-7.809999943
3/21/2023 9:00,1.229736312,8.503939756,-9.18999958
3/21/2023 10:00,1.181253066,8.511187494,-9.779999733
3/21/2023 11:00,1.175999941,8.524499953,-10.43999958
3/21/2023 12:00,1.152123845,8.531562567,-10.42000008
3/21/2023 13:00,1.138678309,8.543650246,-11.03999996
3/21/2023 14:00,1.099335835,8.549250007,-11.06000042
3/21/2023 15:00,1.121740786,8.559125006,-10.46000004
3/21/2023 16:00,1.311696215,8.567108151,-8.43999958
3/21/2023 17:00,1.096346676,8.562187493,-10.43000031
3/21/2023 18:00,1.182167317,8.569937587,-8.350000381
3/21/2023 19:00,1.502084028,8.566499948,-5.889999866
3/21/2023 20:00,1.504026469,8.571134622,-7.570000172
3/21/2023 21:00,1.392464889,8.581187487,-7.559999943
3/21/2023 22:00,1.12016517,8.582250059,-5.78000021
3/21/2023 23:00,1.051584834,8.576625049,-3.319999933
3/22/2023 0:00,1.107990644,8.582885956,-4.090000153
3/22/2023 1:00,1.153465383,8.590999901,-1.139999986
